source_row,关键词,关键词翻译,趋势,旺季,淡季,综合,月搜索量,月购买量,购买率,SPR,PPC竞价,AC推荐词,流量占比,流量词类型,首个ASIN自然排名,首个ASIN广告排名,预估周曝光量,相关产品,相关ASIN,ABA周排名,unnamed_21,unnamed_22,unnamed_23,unnamed_24,标题密度,商品数,供需比,广告竞品数,点击集中度,前三ASIN转化总占比,unnamed_31,建议竞价范围,#1_前三ASIN,#1_点击共享,#1_转化共享,#2_前三ASIN,#2_点击共享,#2_转化共享,#3_前三ASIN,#3_点击共享,#3_转化共享,前十ASIN
35,car battery pack,汽车电池组,"'=DISPIMG(""ID_F64752D1FAB845898D34148B07C23F04"",1)",8-2,3-7,28072.044,1638,205,0.1254,3,$0.50,,,自然搜索词/品牌广告词/视频广告词/SP广告词,5,1,0,8,B0CGJ5GZWM/B08MFKSVX5/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1334937,,,,,2,220,101.15,9,0.8518,0,,$0.23 - $0.38,B00KVLQOBW,0.6636,0,B00KVLQT6M,0.1466,0,B072J84HTB,0.0418,0,"B00KVLQT6M,B00KPYT9PS,B08C7GG7V6,B06XP18LLX,B0B212TDRQ,B0B8TJ2897,B0094LZJBQ,B074VZK5TS,B009HEMF1M,B07171V8FJ"
36,jumper,跳线,"'=DISPIMG(""ID_0EEA5B4B3EE343D294D448420988A2A1"",1)",2-9,10-1,26854.75,41315,247,0.006,4,$0.57,,0.0221,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,6,1,107387,13,B08MFKSVX5/B0CGJ5GZWM/B09HJH1S41/B016UG6PWE/B0C7BS8P5Y/B087LRFYDB/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B084YQSVZ6/B09W2GVWKM/B08TWVQCDH/B07T9S3Q5N,22763,,,,,29,1320,32.76,84,0.4744,0.4171,,$2.43 - $4.05,B07W46BX31,0.3223,0.2786,B074Z2NFWW,0.0828,0.0709,B06XWDZ2KQ,0.0693,0.0676,"B074Z2NFWW,B06XWDZ2KQ,B0BCGFZBYN,B098JVY4B9,B0B3RJCNS5,B07W46BX31,B0B7X1J4LM,B00068XCQU,B094VQ88X2,B0CMGKRJR2"
37,car starter jump box,汽车起动跳线盒,"'=DISPIMG(""ID_D9B4CFD66936494AB87E758907CA8399"",1)",10-4,5-9,26449.8513131313,12664,1334,0.1054,18,$3.74,,0.0041,自然搜索词/品牌广告词/视频广告词,5,1,19690,10,B07T9S3Q5N/B08MFKSVX5/B0CGJ5GZWM/B0C7BS8P5Y/B09HJH1S41/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W,167012,,,,,1,1739,13.16,36,0.5213,0.3887,,$2.78 - $3.98,B07W46BX31,0.2525,0.1445,B097D397M6,0.1646,0.1595,B015TKUPIC,0.1044,0.0847,"B097D397M6,B015TKUPIC,B07Z1D26CS,B0CJXWDFSC,B0B67W12TL,B0BZP6HCVS,B098JVY4B9,B07W46BX31,B09FJQ7F5R,B0CN91TGQW"
38,cargador de bateria de carro portatil,便携式车载电池充电器,"'=DISPIMG(""ID_1C7E29295CE74C1E8ABDB444F4FEFC24"",1)",11-4,5-10,26264.745,34333,525,0.0153,7,1.5,,0.0095,自然搜索词,4,,46156,11,B07T9S3Q5N/B0CGJ5GZWM/B087LRFYDB/B08MFKSVX5/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B09HJH1S41/B016UG6PWE/B0C7BS8P5Y/B084YQSVZ6,47973,,,,,31,934,36.95,,0.4767,0.4596,,$2.21 - $3.55,B08MPXGSGN,0.2556,0.2802,B08K3885C4,0.1427,0.1105,B01DYE581Y,0.0784,0.0689,"B08MPXGSGN,B01DYE581Y,B00EXIEVO6,B08K3885C4,B07DDDDSK9,B01M0ARG3X,B0B5T7212M,B07B3R4TS6,B07Z67MMGC,B09TNFLNGL"
39,booster pack,增压包,"'=DISPIMG(""ID_B2F9DF7EBD1A4AEBAED1539EED6DED87"",1)",8-2,3-7,24675.8365,9352,1141,0.1221,15,$3.52,,0.0011,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,6,1,5421,12,B07T9S3Q5N/B08MFKSVX5/B09HJH1S41/B0C7BS8P5Y/B016UG6PWE/B087LRFYDB/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B0CGJ5GZWM/B08TWVQCDH/B084YQSVZ6,459740,,,,,45,2895,73.07,248,0.2858,0.2303,,$1.95 - $3.25,B07KHHDJGD,0.1255,0.1064,B00K34UZBW,0.12,0.1084,B09BXYP2R9,0.0404,0.0155,"B07KHHDJGD,B07VMM69N9,B00K34UZBW,B09BXYP2R9,B01L9WSTEG,B0C4T558VT,B0BV644LGX,B0BVZKHQYK,B08LGTYBQQ,B0CGLTPKBZ"
40,arrancador de batería para auto,汽车电瓶启动器,"'=DISPIMG(""ID_8201AC0E383445F58C2FDDC2B9138DA0"",1)",11-4,5-10,23912.1288,19887,501,0.0252,7,1.5,,0.0062,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,14,53,30238,11,B08MFKSVX5/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B0CGJ5GZWM/B09HJH1S41/B084YQSVZ6/B08TWVQCDH,88297,,,,,0,2963,6.38,330,0.1597,0.1403,,$0.49 - $0.81,B09B7DMRG5,0.063,0.0351,B09KKRDBR4,0.0506,0.0409,B0988X73FW,0.0463,0.0643,"B08YQXY7CZ,B0B5TFZRR2,B0BHW5TY56,B0BBPVN41Z,B09DFY6QF4,B09995RLLH,B083HC74YC,B079LHNH8D,B0986WJ58G,B09NCWMP7G"
41,car battery charger jump starter portable with air compressor,汽车电池充电器跨接启动器便携式带空气压缩机,"'=DISPIMG(""ID_137CB472FFF9486FA7463EB23EBA2120"",1)",10-2,3-9,23805.8535,7095,534,0.0754,8,1.5,,0.0004,自然搜索词/视频广告词,13,12,1859,8,B0CGJ5GZWM/B087LRFYDB/B0C7BS8P5Y/B015TKUPIC/B016UG6PWE/B08NPGCFSG/B084YQSVZ6/B09F9CR89W,793390,,,,,1,154,237.91,38,0.6383,0.5853,,'-,B08NPGCFSG,0.4468,0.4532,B0CDPNY5NF,0.1025,0.0953,B0BJ5N8SN7,0.089,0.0368,"B0CDPNY5NF,B08NPGCFSG,B0CGV8Z9GS,B0928VN98C,B0C4Y9NTQT,B08T5V2BGD,B08NPC4VVR,B0C5X8CVNJ,B08T637RW9,B0CMJFZC1L"
42,car battery jumper starter portable,汽车电池跳线启动器便携式,"'=DISPIMG(""ID_8BC8C7DB7ADE4DC2B6E3B6FA3A78283F"",1)",8-2,3-7,22411.7452,4303,449,0.1044,6,1.5,,0.0017,自然搜索词/品牌广告词/视频广告词/SP广告词,5,1,8046,10,B0CGJ5GZWM/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B08TWVQCDH/B084YQSVZ6,299510,,,,,0,359,143.93,14,0.4472,0.4185,,$0.57 - $0.95,B07W3QT226,0.1857,0.1659,B07W46BX31,0.165,0.1934,B015TKUPIC,0.0966,0.0592,"B07W3QT226,B07W46BX31,B07W8KJH44,B07W6B987F,B08G3STB1N,B08F37P7H3,B015TKUPIC,B08G3LLZ3D,B08FYS6CL8,B016UG6PWE"
43,portable car battery charger and jump starter,便携式汽车电池充电器和启动器,"'=DISPIMG(""ID_160E02E186D849CCB54BA20D867A5AD4"",1)",9-2,3-8,21698.5468717949,3136,356,0.1137,5,$1.17,,0.0005,自然搜索词/品牌广告词/视频广告词/SP广告词,4,1,2416,10,B0CGJ5GZWM/B09HJH1S41/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B07T9S3Q5N/B084YQSVZ6/B09F9CR89W,808496,,,,,0,103293,0.19,240,0.1404,0.0332,,$1.09 - $1.80,B07VGRVKSN,0.0482,0.0166,B0CGQPSWWB,0.0478,0.0166,B0CNXBDR2C,0.0448,0,"B07VGRVKSN,B0BDF4LNBS,B09YVPSYWF,B0B4G78HFL,B081T7N948,B0CMQB6DPT,B018Y0ZOYY,B084VTSDXK,B0BT99NYHJ,B07KRVPP9J"
44,car jump starter portable,便携式汽车起爆器,"'=DISPIMG(""ID_FAD5F096A2264CAABD001F1EF49110D6"",1)",8-3,4-7,20755.98,8892,952,0.1071,13,$3.36,,0.0033,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,6,1,15867,12,B0CGJ5GZWM/B09HJH1S41/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B08TWVQCDH/B09W2GVWKM/B08MFKSVX5/B07T9S3Q5N,164595,,,,,0,2797,19.35,284,0.2493,0.232,,$1.00 - $2.28,B07CZDXDG8,0.1221,0.1049,B0CF3WGHWN,0.0696,0.0846,B07QXV6N1B,0.0576,0.0425,"B07CZDXDG8,B0CF3WGHWN,B0CDH4Z3JR,B0C4JTVBBH,B08QHG7BTB,B07XFBN7HX,B0C14LLH14,B07RSR1RQQ,B0CBBQNW4K,B09H4GLZXT"
45,portable car chargers & jump starter,便携式汽车充电器和启动器,"'=DISPIMG(""ID_3D5FB066C3BC4E9CB6C8C94EE6BEE724"",1)",10-4,5-9,20396.0832,3942,428,0.1088,6,1.5,,0.0012,自然搜索词/品牌广告词/视频广告词/SP广告词,4,1,5608,9,B07T9S3Q5N/B0CGJ5GZWM/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B084YQSVZ6/B015TKUPIC/B09F9CR89W/B08MFKSVX5,410027,,,,,13,171,151.36,12,0.6855,0.5821,,$0.88 - $1.48,B015TKUPIC,0.3841,0.3607,B016UG6PWE,0.1911,0.1508,B015TKSSB8,0.1104,0.0706,"B015TKUPIC,B08WZFPXFM,B016UG6PWE,B015TKSSB8,B0924V8SPC,B07MVY7K43,B08WYKD6TY,B015TKPT1A,B08WZKRHZZ,B08V6MJ2NR"
46,2000a peak 20000mah car jump starter,2000a peak 20000mah 汽车启动器,"'=DISPIMG(""ID_98701A41C9D742C9879D1F2A790BF7CA"",1)",11-1,2-10,19796.8445333333,2477,172,0.0697,1,1.5,,,自然搜索词/HR推荐词,18,11,0,3,B087LRFYDB/B0C7BS8P5Y/B08NPGCFSG,2035097,,,,,0,115,223.03,50,0.684,0.6061,,$2.25 - $3.75,B09HJH1S41,0.4806,0.4372,B09HYVM6ZT,0.1036,0.0967,B09M9HQG73,0.1,0.0722,"B084YQSVZ6,B0C5M79JJC,B0C5M36W2G,B09HYVM6ZT,B08CC1GYR1,B08CXMS19H,B0BF94WPW3,B0C5X8CVNJ,B092M62DG1,B0C4Y9NTQT"
47,portable battery charger for car,车载便携式电池充电器,"'=DISPIMG(""ID_E91E37BCE0DD4028B4C64F5BC637A5FD"",1)",8-12,1-7,19474.3108846154,4338,551,0.1271,8,$1.95,,0.0015,自然搜索词/品牌广告词,4,54,7524,12,B08MFKSVX5/B0CGJ5GZWM/B0C7BS8P5Y/B09HJH1S41/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B08TWVQCDH/B09W2GVWKM/B084YQSVZ6,347909,,,,,1,1755,8.65,86,0.3267,0.2491,,$1.78 - $2.97,B07VMM69N9,0.1509,0.1189,B088KBCZ6H,0.0924,0.083,B07MKSP49L,0.0835,0.0472,"B07VMM69N9,B074X4XFGS,B0BZH3K49Y,B07YC12FW1,B097DR4J94,B0C4T558VT,B0C5QX1BMR,B0BFDM1N59,B0C4GZMKXZ,B094DMH7ZM"
48,jump starter power pack,启动电源组,"'=DISPIMG(""ID_2FB64891176E44F4B170FA81E512FC7E"",1)",10-4,5-9,18696.5477059437,11155,1037,0.093,14,$4.11,,0.0048,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,5,1,23454,10,B07T9S3Q5N/B0CGJ5GZWM/B09HJH1S41/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B084YQSVZ6,134243,,,,,16,155,161.03,12,0.3973,0.2561,,$4.19 - $7.00,B08KJN6M1Y,0.1874,0.1592,B08KJNJJL2,0.115,0.0277,B07B2THJJV,0.095,0.0692,"B08KJNJJL2,B07FM85W13,B088VSMF7Z,B0B52K15VY,B09LB9RMVG,B083SD2GH1,B079G339G7,B08MSY7S6V,B08R56V66H,B07D7TV8JQ"
49,portable jumper cables,便携式跨接电缆,"'=DISPIMG(""ID_3A2C5E8F1A004C36B14589EB55CBB35D"",1)",8-2,3-7,17932.6748924731,3899,707,0.1815,10,$2.79,,0.001,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,5,1,4840,9,B0CGJ5GZWM/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B08MFKSVX5/B084YQSVZ6,415467,,,,,14,31283,0.46,77,0.0952,0.04,,$2.81 - $4.40,B081T7N948,0.0378,0.0133,B0B8JWNY4D,0.0326,0,B01G5EA74I,0.0251,0.0267,"B08C791NQZ,B08P2KJ1H7,B07CJ1KPZ9,B01MEHSLZT,B0BLCDRDY6,B081LD5GNJ,B07T9S3Q5N,B081T7N948,B09X27YPS1,B09PQ95GY4"
50,auto battery jump starter portable,汽车电池应急启动器便携式,"'=DISPIMG(""ID_B76B787E36CD4D459E776CB7B97059CB"",1)",10-4,5-9,16089.002,3585,347,0.097,5,1.5,,0.0011,自然搜索词/品牌广告词/视频广告词/SP广告词,5,1,5156,10,B07T9S3Q5N/B08MFKSVX5/B0CGJ5GZWM/B09HJH1S41/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B084YQSVZ6,499206,,,,,2,120772,1.37,276,0.1083,0.0562,,$0.66 - $1.10,B0BNKBVZ11,0.0382,0.0134,B0B3DN75K7,0.0374,0.0268,B097CB5WXB,0.0327,0.016,"B07VGRVKSN,B08BLY992C,B09YVPSYWF,B09XCWWVCW,B09NLT9RZW,B0BLK3GZBK,B097CB5WXB,B07WJ8WX3K,B09CDN1RR5,B09365433Q"
51,battery booster jump starter,电池助推器跳线启动器,"'=DISPIMG(""ID_0B8C00910BE3491492C8CEE2F25F65FB"",1)",10-4,5-9,15865.7306862203,9695,927,0.0957,13,$4.17,,0.0031,自然搜索词/品牌广告词/视频广告词/SP广告词,2,54,14909,12,B08MFKSVX5/B0CGJ5GZWM/B09HJH1S41/B087LRFYDB/B016UG6PWE/B0C7BS8P5Y/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B09W2GVWKM/B07T9S3Q5N/B084YQSVZ6,193928,,,,,21,12791,8.75,155,0.0295,0.0228,,$0.23 - $0.38,B0B9FPDYRB,0.0114,0.0088,B08MR127Z1,0.0094,0.006,B0C9HVSRNX,0.0087,0.008,"B0B511K1D4,B0C6QN6SX5,B0B4D3N7B7,B007XUHT5E,B001O08T26,B000BZN76I,B079WBQNH6,B0BRZTMT97,B08MR127Z1,B0BTKJYP7T"
52,car battery jump starter portable,汽车电池跨接启动器便携式,"'=DISPIMG(""ID_9AD2EC5B822C45E3B427AC3511B83018"",1)",8-2,3-7,15297.5613636364,4310,485,0.1127,7,$2.20,,0.0006,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,4,1,2850,11,B0CGJ5GZWM/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B015TKUPIC/B09F9CR89W/B08MFKSVX5/B07T9S3Q5N/B084YQSVZ6/B09HJH1S41/B08NPGCFSG,622914,,,,,28,626,107.17,47,0.3601,0.2646,,$2.80 - $4.94,B015TKUPIC,0.1502,0.1097,B000JFJLP6,0.1083,0.0977,B0924V8SPC,0.1017,0.0572,"B09F9CR89W,B000JFJLP6,B0C4Y9NTQT,B0CGCRHS2Z,B0CCDJS5GH,B01GQDBNWS,B002X6VXL4,B0C5X8CVNJ,B0C1SBXT8V,B015TKUPIC"
53,tire inflator and battery jumper,轮胎充气机和电池跳线,"'=DISPIMG(""ID_6527B418F8324E78868324E33F81A105"",1)",8-2,3-7,15235.85024,3408,338,0.0992,5,1.5,,0.0003,自然搜索词/品牌广告词/视频广告词,45,1,1286,8,B0CGJ5GZWM/B015TKUPIC/B016UG6PWE/B07T9S3Q5N/B08NPGCFSG/B084YQSVZ6/B09HJH1S41/B087LRFYDB,546120,,,,,0,461,74.73,28,0.4,0.3594,,'-,B097D397M6,0.1889,0.2191,B07W46BX31,0.1626,0.1124,B07W3QT226,0.0485,0.0279,"B097D397M6,B07BLLRM8R,B0C2TK3QDS,B0B67W12TL,B07895WM6P,B00KNMKRU8,B098JVY4B9,B0CJXWDFSC,B094VQ88X2,B07W46BX31"
54,battery jumper,电池跳线,"'=DISPIMG(""ID_127E9EB56B1D43499787B8497F4B1757"",1)",8-2,3-7,15145.372450805,23180,920,0.0397,13,$4.30,,0.0077,自然搜索词/品牌广告词/视频广告词/SP广告词,4,1,37585,10,B0CGJ5GZWM/B09HJH1S41/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B08MFKSVX5/B084YQSVZ6,72798,,,,,0,607,23.01,53,0.4693,0.4398,,'-,B015TKUPIC,0.2876,0.2457,B0C42Y5TPD,0.114,0.1204,B08GYFP5JK,0.0677,0.0737,"B07X7YZYFV,B08GYFP5JK,B0C42Y5TPD,B015TKUPIC,B0B55RFM1Z,B0CGCRHS2Z,B08TZMDVWP,B0C8HZF96X,B09LH5SL12,B0CCDJS5GH"
55,portable car charger,便携式车载充电器,"'=DISPIMG(""ID_F6C9086B74514758A484C0CAA0CF098D"",1)",9-2,3-8,15006.2267842566,4789,717,0.1499,10,$3.43,,0.0015,自然搜索词/品牌广告词/视频广告词,4,1,7387,11,B08MFKSVX5/B0CGJ5GZWM/B09HJH1S41/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B08TWVQCDH/B09W2GVWKM,349910,,,,,15,132,59.19,,0.4826,0.3333,,$4.48 - $7.48,B0C9TBZF8X,0.2161,0.1111,B0CLTXXDWK,0.1551,0.0952,B07F245PS1,0.1114,0.127,"B0C9TBZF8X,B09YCZ7PYW,B0BTBYR3XP,B07F245PS1,B07J34ZVRT,B0BVRGFKQH,B08R5SBKZR,B09TDZ6FWZ,B09T3JN21S,B0BRZRZW97"
56,jump pack for car battery,汽车电池跳包,"'=DISPIMG(""ID_0470EB2A1BEE4B088AE0A0AFDAFEB559"",1)",11-4,5-10,14481.0643474265,15634,1255,0.0803,17,$6.40,,0.0064,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,6,1,31272,12,B08MFKSVX5/B0CGJ5GZWM/B09HJH1S41/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B084YQSVZ6/B015TKUPIC/B09W2GVWKM/B08TWVQCDH/B09F9CR89W,97225,,,,,19,67670,0.74,79,0.4056,0.3385,,$0.68 - $1.79,B000Y82MHW,0.2307,0.2418,B01AE2TG7G,0.088,0.025,B004W5SG6Y,0.0869,0.0717,"B000Y82MHW,B004W5SG6Y,B01AE2TG7G,B004W5SGBO,B00EOX2QJC,B002WCUIC4,B098L6F7FF,B000FZ4U5Q,B09V7Z4MT7,B0C1CTV7JD"
57,jumpbox,跳箱,"'=DISPIMG(""ID_BF34EE61352F4F7B95D4FF967815FA0D"",1)",8-2,3-7,14424.8752941176,3711,700,0.1888,10,$3.40,,0.0013,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,8,1,6385,12,B07T9S3Q5N/B08MFKSVX5/B0CGJ5GZWM/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B09W2GVWKM/B084YQSVZ6/B09HJH1S41/B087LRFYDB,359588,,,,,2,1991,13.52,77,0.2192,0.212,,$2.84 - $3.97,B015TKUPIC,0.1505,0.1463,B09F9CR89W,0.0347,0.0388,B087LRFYDB,0.034,0.0269,"B015TKUPIC,B087LRFYDB,B0CCKR3FTB,B000JFJLP6,B0C42Y5TPD,B0CLX19L28,B09F9CR89W,B0C4Y9NTQT,B0CGCRHS2Z,B08NPC4VVR"
58,compresor de aire para carro,汽车空气压缩机,"'=DISPIMG(""ID_C830253D119E4A1DB0519F24343F62E9"",1)",6-11,12-5,14336.700768,34446,299,0.0087,5,$1.25,,0.0005,自然搜索词,35,,2390,1,B0CGJ5GZWM,42447,,,,,0,1354,10.43,46,0.3768,0.2699,,'-,B015TKUPIC,0.2266,0.1518,B0BZP6HCVS,0.0802,0.0723,B0CND278YS,0.07,0.0458,"B015TKUPIC,B0CCKR3FTB,B0CGCRHS2Z,B09FJQ7F5R,B0C4XWBJKF,B0CFTS22D4,B0BZ8JT165,B0CCHMX3G3,B0BR57PDDY,B08M41FX48"
59,jump starters & battery chargers,启动器和电池充电器,"'=DISPIMG(""ID_87F23E3CCB7B436CBEB10CF8950FFC7C"",1)",8-2,3-7,14020.62048,17449,324,0.0186,5,1.5,,0.0052,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,5,1,25149,12,B08MFKSVX5/B0CGJ5GZWM/B09HJH1S41/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B084YQSVZ6/B09W2GVWKM/B07T9S3Q5N/B09F9CR89W,106302,,,,,0,64958,1.38,9,0.884,0,,$2.90 - $4.69,B0B73WDCX9,0.8137,0,B0B72TVT92,0.0434,0,B0C8X8F6BV,0.0269,0,"B0B72TVT92,B0CQD6NQFL,B0C94GDHB9,B0CK5L3R5J,B0CM4474GX,B0CJ643XGK,B0CLD6K877,B0CP9THBWC,B0CPP14X6N,B0CNRJ2B3N"
60,car battery booster jump starter,汽车电池助推器跳线启动器,"'=DISPIMG(""ID_3EBB7A5E2FFA4279AAE960C7AA5FDB5D"",1)",10-2,3-9,14004.6267455621,3715,344,0.0926,5,$1.69,,,自然搜索词/品牌广告词/视频广告词,5,1,0,9,B0CGJ5GZWM/B084YQSVZ6/B09F9CR89W/B087LRFYDB/B0C7BS8P5Y/B09HJH1S41/B08NPGCFSG/B016UG6PWE/B015TKUPIC,1558819,,,,,0,1379,10.32,16,0.439,0.3415,,'-,B015TKUPIC,0.2583,0.2087,B09F9CR89W,0.1052,0.084,B0BZP6HCVS,0.0756,0.0488,"B0BZP6HCVS,B09F9CR89W,B015TKUPIC,B0C1SBXT8V,B002X6VXL4,B0CGJ5GZWM,B07BLLRM8R,B0CLRSMCB7,B0CCDJS5GH,B00RZXVQSU"
61,portable battery charger car jumper,便携式电池充电器 汽车跳线,"'=DISPIMG(""ID_BC1E245F70B44AF09F3E261CA7FCD615"",1)",11-2,3-10,12924.3306666667,3200,311,0.0974,5,1.5,,0.0006,自然搜索词/品牌广告词/视频广告词,4,1,3118,9,B0CGJ5GZWM/B09HJH1S41/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B08MFKSVX5,709659,,,,,3,1315,11.78,86,0.5813,0.4629,,$1.77 - $4.78,B07W46BX31,0.4087,0.3347,B098JVY4B9,0.1007,0.0796,B07W6B987F,0.072,0.0486,"B098JVY4B9,B094VQ88X2,B07W46BX31,B074Z2NFWW,B0BCGFZBYN,B0B3RJCNS5,B0B67W12TL,B097D397M6,B06XWDZ2KQ,B0B7X1J4LM"
62,jump start,启动,"'=DISPIMG(""ID_FE003B6695314768BE80ED55588B5A2E"",1)",7-2,3-6,12878.7371495327,8409,1150,0.1368,16,$6.42,,0.0032,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,4,1,15600,10,B09W2GVWKM/B07T9S3Q5N/B0CGJ5GZWM/B09HJH1S41/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W,187931,,,,,0,102,148.38,8,0.6948,0.5936,,'-,B08T5V2BGD,0.4936,0.4542,B08NPGCFSG,0.1019,0.0518,B08T637RW9,0.0993,0.0876,"B08T5V2BGD,B0CDP6BW3X,B0CDP7BN5N,B0CDP78NQK,B08NPC4VVR,B08T637RW9,B0928VN98C,B0CND278YS,B08NPGCFSG,B087LRFYDB"
63,jump starter with air compressor,带空气压缩机的起动器,"'=DISPIMG(""ID_3EF4F73B350D4FBBA95689BEA5EDA4CD"",1)",8-2,3-7,12766.2957277397,38737,546,0.0141,8,$2.92,,0.0127,自然搜索词/品牌广告词/视频广告词,57,1,61693,12,B0CGJ5GZWM/B09HJH1S41/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B07T9S3Q5N/B09F9CR89W/B09W2GVWKM/B08MFKSVX5/B084YQSVZ6,35696,,,,,0,1418,75.88,,0.0948,0.0247,,$0.23 - $0.38,B0BG7MDGLC,0.0334,0.0141,B0CJM5P3Y6,0.0313,0.0018,B0CFLGTYYH,0.0303,0.0088,"B0CH14PBX9,B0B6HP6DTY,B0C9MJJ6X1,B09XCWWVCW,B0BG7MDGLC,B097BMH8S1,B0CFDYV3RH,B0BBT6H7PN,B0B24NNYWP,B0B6DYBQ6N"
64,battery starter car jumper,电池启动器汽车跳线,"'=DISPIMG(""ID_CD338EED977C4137BC9FE08CD464EF41"",1)",7-2,3-6,12441.9889589905,4386,525,0.1199,7,$3.17,,0.001,自然搜索词/品牌广告词/视频广告词/SP广告词,5,1,5067,11,B08MFKSVX5/B0CGJ5GZWM/B0C7BS8P5Y/B087LRFYDB/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B09W2GVWKM/B084YQSVZ6/B09HJH1S41,440185,,,,,34,27417,0.32,54,0.3666,0.3508,,$3.01 - $5.00,B0B8QDF744,0.1518,0,0544947223,0.1108,0.1866,0152062688,0.104,0.1642,"0152062688,B0B8QPFVDH,0544947223,B004K0862K,1603588094,B07VVF5V5Z,0099598477,B072JN54R2,B081D95CDH,1953183174"
65,cargador de batería de carro,Cargador de batería de carro,"'=DISPIMG(""ID_32FBF2C892914A2EB1F4083608773121"",1)",9-2,3-8,11548.2314173228,13017,593,0.0456,8,$3.81,,0.0035,自然搜索词/品牌广告词,6,54,16769,9,B07T9S3Q5N/B08MFKSVX5/B016UG6PWE/B087LRFYDB/B08NPGCFSG/B015TKUPIC/B09HJH1S41/B09F9CR89W/B0CGJ5GZWM,137856,,,,,13,445,26.36,13,0.5601,0.6045,,$1.24 - $2.06,B00LWUP3QI,0.3576,0.429,B00LWUP5V6,0.1524,0.1627,B074P9D8JK,0.0501,0.0128,"B00LWUP3QI,B00LWUP5V6,B016149MSE,B016149G6W,B000KK4FHE,B0C8JWHX21,B099GT3C3C,B0C4Z5PXZT,B000KORZ72,B00PJ8LWNW"
66,jumper box,跳线盒,"'=DISPIMG(""ID_A5F5D8DE99554C4DB6373F6ADCA4EB21"",1)",7-2,3-6,10318.6728072838,11324,903,0.0798,12,$6.59,,0.0033,自然搜索词/HR推荐词/品牌广告词/视频广告词/SP广告词,6,10,16169,9,B0CGJ5GZWM/B09HJH1S41/B087LRFYDB/B0C7BS8P5Y/B016UG6PWE/B08NPGCFSG/B015TKUPIC/B09F9CR89W/B09W2GVWKM,162449,,,,,1,182,64.19,8,0.8202,0.7641,,$0.56 - $0.93,B07W8KJH44,0.6627,0.659,B08G3NVR1N,0.0821,0.0564,B08G3STB1N,0.0756,0.0487,"B07W8KJH44,B08G3STB1N,B08G3NVR1N,B08G3F4RN8,B07W3QT226,B005DUMADC,B08NPMM2CW,B07W46BX31,B07W6B987F,B009ANV81S"
